Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Is_laundering,Laundering_type,DateTime,HourOfDay,DayOfWeek,TimeSinceLastTx,RollingSum_Amount_5,PayType_ACH,PayType_Cash Deposit,PayType_Cash Withdrawal,PayType_Cheque,PayType_Credit card,PayType_Cross-border,PayType_Debit card,IsInternational,Repeat_Tx_Count_Sender_Receiver,Sender_account_encoded,Receiver_account_encoded,Sender_bank_location_encoded,Receiver_bank_location_encoded,Transaction_Frequency,Amount_Mean,Time_Diff,Sender_In_Degree,Sender_Out_Degree,Sender_PageRank,Unique_Receivers,Transaction_ID
07:30:34,2022-11-09,69958200,1421469207,8556.76,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-11-09 07:30:34,7,2,0.0,8556.76,True,False,False,False,False,False,False,0,1,235,4403,16,16,1,8556.76,0.0,0,1,2.1221511298443555e-05,1,TXN19920
19:08:30,2023-03-25,70962274,2755251534,5733.88,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-03-25 19:08:30,19,5,0.0,5733.88,False,False,False,False,False,False,True,0,1,236,8615,16,16,1,5733.88,0.0,0,1,2.1221511298443555e-05,1,TXN43
18:46:13,2023-07-29,71826148,6222561363,23725.17,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-07-29 18:46:13,18,5,0.0,23725.17,False,False,False,False,False,False,True,0,1,238,19681,16,16,1,23725.17,0.0,1,1,3.927316638077312e-05,1,TXN13965
08:25:52,2022-10-27,72633868,3682239787,578.34,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-10-27 08:25:52,8,3,0.0,578.34,False,False,False,False,True,False,False,0,1,239,11556,16,16,1,578.34,0.0,1,1,3.927316638077312e-05,1,TXN8399
04:47:34,2022-12-21,73161484,3087704459,10446.98,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-12-21 04:47:34,4,2,0.0,10446.98,True,False,False,False,False,False,False,0,1,240,9670,16,16,1,10446.98,0.0,0,1,2.1221511298443555e-05,1,TXN1345
14:34:31,2023-01-03,73362524,9696303839,83.01,UK pounds,Pakistani rupee,UK,Pakistan,0,Normal_Small_Fan_Out,2023-01-03 14:34:31,14,1,0.0,83.01,False,False,False,False,False,True,False,1,1,241,30663,16,11,1,83.01,0.0,1,1,3.927316638077312e-05,1,TXN6222
13:33:37,2022-12-11,73390999,401679065,274.28,Euro,UK pounds,Austria,UK,0,Normal_Small_Fan_Out,2022-12-11 13:33:37,13,6,0.0,274.28,False,False,False,False,False,True,False,1,1,242,1308,1,16,4,3850.16,0.0,0,4,2.1221511298443555e-05,4,TXN8485
16:53:35,2023-02-23,73390999,1590125041,6062.49,Euro,UK pounds,Austria,UK,0,Normal_Small_Fan_Out,2023-02-23 16:53:35,16,3,6405598.0,6336.77,False,False,False,False,False,True,False,1,1,242,4937,1,16,4,3850.16,6405598.0,0,4,2.1221511298443555e-05,4,TXN16327
13:10:29,2023-05-07,73390999,1230682241,7540.76,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-05-07 13:10:29,13,6,6293814.0,13877.53,True,False,False,False,False,False,False,0,1,242,3825,16,16,4,3850.16,6293814.0,0,4,2.1221511298443555e-05,4,TXN1524
10:49:18,2023-06-15,73390999,9741307606,1523.11,Euro,UK pounds,Austria,UK,0,Normal_Small_Fan_Out,2023-06-15 10:49:18,10,3,3361129.0,15400.64,False,False,False,False,False,True,False,1,1,242,30814,1,16,4,3850.16,3361129.0,0,4,2.1221511298443555e-05,4,TXN7739
22:32:06,2023-01-23,74936069,8048143384,39098.51,UK pounds,UK pounds,UK,UK,0,Normal_Plus_Mutual,2023-01-23 22:32:06,22,0,0.0,39098.51,True,False,False,False,False,False,False,0,1,248,25408,16,16,1,39098.51,0.0,0,1,2.1221511298443555e-05,1,TXN19719
21:57:16,2023-01-05,75847796,6865330113,34.69,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-01-05 21:57:16,21,3,0.0,34.69,False,False,False,True,False,False,False,0,1,250,21726,16,16,1,34.69,0.0,0,1,2.1221511298443555e-05,1,TXN11967
23:00:05,2023-05-22,75955744,678733743,8433.15,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-05-22 23:00:05,23,0,0.0,8433.15,False,False,False,False,True,False,False,0,1,251,2159,16,16,1,8433.15,0.0,0,1,2.1221511298443555e-05,1,TXN15822
20:03:27,2022-10-23,76029676,633249098,6901.95,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-10-23 20:03:27,20,6,0.0,6901.95,False,False,False,False,True,False,False,0,1,253,2015,16,16,1,6901.95,0.0,0,1,2.1221511298443555e-05,1,TXN16187
09:59:59,2022-11-30,76844016,9278039525,8787.06,UK pounds,Swiss franc,UK,Switzerland,0,Normal_Fan_In,2022-11-30 09:59:59,9,2,0.0,8787.06,False,False,False,False,False,True,False,1,1,255,29345,16,13,1,8787.06,0.0,0,1,2.1221511298443555e-05,1,TXN4491
19:02:28,2023-05-27,77217310,9839566913,2837.49,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-05-27 19:02:28,19,5,0.0,2837.49,True,False,False,False,False,False,False,0,1,258,31123,16,16,1,2837.49,0.0,0,1,2.1221511298443555e-05,1,TXN1803
08:23:01,2023-04-21,77742629,7549486961,3061.19,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Deposits,2023-04-21 08:23:01,8,4,0.0,3061.19,False,True,False,False,False,False,False,0,1,260,23851,16,16,1,3061.19,0.0,0,1,2.1221511298443555e-05,1,TXN8638
19:54:55,2023-07-30,78092814,4750673964,8626.98,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-07-30 19:54:55,19,6,0.0,8626.98,True,False,False,False,False,False,False,0,1,264,15023,16,16,1,8626.98,0.0,0,1,2.1221511298443555e-05,1,TXN3645
13:17:08,2023-04-13,78559930,6218861561,33150.18,UK pounds,US dollar,UK,USA,0,Normal_Mutual,2023-04-13 13:17:08,13,3,0.0,33150.18,False,False,False,False,False,True,False,1,1,265,19666,16,17,1,33150.18,0.0,1,1,3.927316638077312e-05,1,TXN17855
19:39:42,2023-07-04,78869491,8926672668,7072.6,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-07-04 19:39:42,19,1,0.0,7072.6,False,False,False,False,False,False,True,0,1,267,28249,16,16,1,7072.6,0.0,0,1,2.1221511298443555e-05,1,TXN16789
21:46:09,2023-07-26,79159708,4595870086,21647.13,Pakistani rupee,UK pounds,Pakistan,UK,0,Normal_Fan_In,2023-07-26 21:46:09,21,2,0.0,21647.13,False,False,False,False,False,True,False,1,1,268,14545,11,16,1,21647.13,0.0,0,1,2.1221511298443555e-05,1,TXN8274
09:44:41,2023-05-06,79413220,9365347443,1019.11,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-06 09:44:41,9,5,0.0,1019.11,False,False,False,False,False,False,True,0,1,270,29611,16,16,1,1019.11,0.0,2,1,5.732482146310268e-05,1,TXN13403
11:35:05,2023-05-04,80585446,8606148657,889.31,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-04 11:35:05,11,3,0.0,889.31,True,False,False,False,False,False,False,0,1,271,27226,16,16,1,889.31,0.0,1,1,3.927316638077312e-05,1,TXN8735
12:06:09,2023-04-19,80643448,93642419,997.1,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-04-19 12:06:09,12,2,0.0,997.1,True,False,False,False,False,False,False,0,1,272,307,16,16,1,997.1,0.0,0,1,2.1221511298443555e-05,1,TXN5543
15:39:39,2023-05-26,81711899,8930637971,10314.96,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-05-26 15:39:39,15,4,0.0,10314.96,False,False,False,False,True,False,False,0,1,274,28261,16,16,1,10314.96,0.0,0,1,2.1221511298443555e-05,1,TXN15617
17:45:57,2023-06-04,82275782,6133650301,2959.72,UK pounds,UK pounds,UK,UK,0,Normal_Plus_Mutual,2023-06-04 17:45:57,17,6,0.0,2959.72,False,False,False,True,False,False,False,0,1,275,19410,16,16,1,2959.72,0.0,0,1,2.1221511298443555e-05,1,TXN437
12:08:53,2022-11-15,83002694,612996128,2696.63,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-15 12:08:53,12,1,0.0,2696.63,False,False,False,True,False,False,False,0,1,278,1956,16,16,2,9097.765,0.0,1,2,3.927316638077312e-05,2,TXN5474
12:02:13,2023-07-26,83002694,5598934071,15498.9,UK pounds,Euro,UK,Spain,0,Normal_Small_Fan_Out,2023-07-26 12:02:13,12,2,21858800.0,18195.53,False,False,False,False,False,True,False,1,1,278,17685,16,12,2,9097.765,21858800.0,1,2,3.927316638077312e-05,2,TXN6941
15:31:33,2022-10-22,84643027,2727194334,5501.11,UK pounds,Indian rupee,UK,India,0,Normal_Fan_Out,2022-10-22 15:31:33,15,5,0.0,5501.11,False,False,False,False,False,True,False,1,1,283,8517,16,4,2,7479.23,0.0,0,2,2.1221511298443555e-05,2,TXN12009
16:13:25,2022-10-22,84643027,1722998205,9457.35,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-10-22 16:13:25,16,5,2512.0,14958.46,False,False,False,False,True,False,False,0,1,283,5338,16,16,2,7479.23,2512.0,0,2,2.1221511298443555e-05,2,TXN7023
19:48:52,2022-12-14,87286239,3230487159,14041.51,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-12-14 19:48:52,19,2,0.0,14041.51,True,False,False,False,False,False,False,0,1,287,10089,16,16,1,14041.51,0.0,0,1,2.1221511298443555e-05,1,TXN11481
23:57:13,2023-04-25,87331769,9232050746,30635.97,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-04-25 23:57:13,23,1,0.0,30635.97,True,False,False,False,False,False,False,0,1,288,29189,16,16,1,30635.97,0.0,1,1,3.927316638077312e-05,1,TXN17898
09:45:09,2023-06-30,87383008,754288261,1327.63,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-06-30 09:45:09,9,4,0.0,1327.63,False,False,False,False,True,False,False,0,1,289,2389,16,16,2,934.265,0.0,0,2,2.1221511298443555e-05,2,TXN15150
12:11:27,2023-07-21,87383008,6777404616,540.9,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-07-21 12:11:27,12,4,1823178.0,1868.53,True,False,False,False,False,False,False,0,1,289,21439,16,16,2,934.265,1823178.0,0,2,2.1221511298443555e-05,2,TXN17062
09:56:53,2022-11-16,87684837,5525593900,41.67,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Withdrawal,2022-11-16 09:56:53,9,2,0.0,41.67,False,False,True,False,False,False,False,0,1,291,17469,16,16,1,41.67,0.0,0,1,2.1221511298443555e-05,1,TXN16888
07:29:53,2023-03-06,88946419,3557255766,1591.96,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Deposits,2023-03-06 07:29:53,7,0,0.0,1591.96,False,True,False,False,False,False,False,0,1,292,11178,16,16,1,1591.96,0.0,0,1,2.1221511298443555e-05,1,TXN601
16:52:14,2022-11-20,89361594,964569735,11972.43,UK pounds,Pakistani rupee,UK,Pakistan,0,Normal_Fan_In,2022-11-20 16:52:14,16,6,0.0,11972.43,False,False,False,False,False,True,False,1,1,293,3008,16,11,1,11972.43,0.0,0,1,2.1221511298443555e-05,1,TXN9586
14:17:35,2023-06-16,90140955,1653611624,5215.4,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-06-16 14:17:35,14,4,0.0,5215.4,False,False,False,True,False,False,False,0,1,295,5130,16,16,1,5215.4,0.0,0,1,2.1221511298443555e-05,1,TXN9203
21:44:47,2023-01-31,90387125,8896647794,10147.37,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-31 21:44:47,21,1,0.0,10147.37,False,False,False,False,False,False,True,0,1,296,28143,16,16,1,10147.37,0.0,1,1,3.927316638077312e-05,1,TXN15197
02:29:39,2023-06-20,91694185,6486011774,4725.66,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-06-20 02:29:39,2,1,0.0,4725.66,False,False,False,False,False,False,True,0,1,299,20485,16,16,1,4725.66,0.0,1,1,3.927316638077312e-05,1,TXN8380
09:04:06,2023-08-07,91914997,9881798663,2643.17,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-08-07 09:04:06,9,0,0.0,2643.17,False,False,False,True,False,False,False,0,1,300,31250,16,16,1,2643.17,0.0,0,1,2.1221511298443555e-05,1,TXN10873
16:31:19,2023-05-05,92109940,8040279774,4839.09,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-05-05 16:31:19,16,4,0.0,4839.09,False,False,False,False,True,False,False,0,1,301,25386,16,16,1,4839.09,0.0,0,1,2.1221511298443555e-05,1,TXN2014
00:13:18,2023-05-22,93642419,4013026216,8159.84,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-05-22 00:13:18,0,0,0.0,8159.84,True,False,False,False,False,False,False,0,1,307,12603,16,16,1,8159.84,0.0,1,1,3.927316638077312e-05,1,TXN10702
16:31:40,2023-04-17,93900786,3146084391,2960.15,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-04-17 16:31:40,16,0,0.0,2960.15,True,False,False,False,False,False,False,0,1,309,9849,16,16,2,2357.66,0.0,0,2,2.1221511298443555e-05,2,TXN18672
18:23:03,2023-07-16,93900786,1281021283,1755.17,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-07-16 18:23:03,18,6,7782683.0,4715.32,False,False,False,False,True,False,False,0,1,309,3955,16,16,2,2357.66,7782683.0,0,2,2.1221511298443555e-05,2,TXN17188
08:43:19,2022-10-30,94170387,4475480144,158.25,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-10-30 08:43:19,8,6,0.0,158.25,False,False,False,False,False,False,True,0,1,310,14146,16,16,3,509.9866666666667,0.0,0,2,2.1221511298443555e-05,2,TXN14480
18:51:59,2022-11-14,94170387,8113483203,938.98,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-14 18:51:59,18,0,1332520.0,1097.23,False,False,False,False,False,False,True,0,1,310,25614,16,16,3,509.9866666666667,1332520.0,0,2,2.1221511298443555e-05,2,TXN5733
13:34:05,2023-05-22,94170387,4475480144,432.73,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-22 13:34:05,13,0,16310526.0,1529.96,True,False,False,False,False,False,False,0,2,310,14146,16,16,3,509.9866666666667,16310526.0,0,2,2.1221511298443555e-05,2,TXN5552
08:49:08,2022-10-27,95040473,111222801,5390.47,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2022-10-27 08:49:08,8,3,0.0,5390.47,False,False,False,False,True,False,False,0,1,315,371,16,16,1,5390.47,0.0,0,1,2.1221511298443555e-05,1,TXN7269
02:04:44,2023-04-30,96337713,810000225,55704.71,UK pounds,UK pounds,UK,UK,0,Normal_Plus_Mutual,2023-04-30 02:04:44,2,6,0.0,55704.71,False,False,False,False,False,False,True,0,1,320,2567,16,16,1,55704.71,0.0,0,1,2.1221511298443555e-05,1,TXN13023
00:44:11,2023-03-14,96665209,26833245,23191.0,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-03-14 00:44:11,0,1,0.0,23191.0,False,False,False,False,False,False,True,0,1,321,100,16,16,1,23191.0,0.0,0,1,2.1221511298443555e-05,1,TXN6863
22:16:19,2023-03-15,96996217,7974700163,12427.38,US dollar,UK pounds,Turkey,UK,0,Normal_Small_Fan_Out,2023-03-15 22:16:19,22,2,0.0,12427.38,False,False,False,False,False,True,False,1,1,322,25185,14,16,1,12427.38,0.0,0,1,2.1221511298443555e-05,1,TXN13388
09:24:36,2023-06-21,97444284,4179809311,371.34,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-06-21 09:24:36,9,2,0.0,371.34,False,False,False,True,False,False,False,0,1,323,13168,16,16,2,4877.275,0.0,0,2,2.1221511298443555e-05,2,TXN16268
22:39:04,2023-08-08,97444284,2084142587,9383.21,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-08-08 22:39:04,22,1,4194868.0,9754.55,False,False,False,False,True,False,False,0,1,323,6501,16,16,2,4877.275,4194868.0,0,2,2.1221511298443555e-05,2,TXN1723
15:59:25,2023-08-05,97783494,2057835789,7728.14,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-08-05 15:59:25,15,5,0.0,7728.14,False,False,False,False,True,False,False,0,1,324,6415,16,16,1,7728.14,0.0,0,1,2.1221511298443555e-05,1,TXN3449
23:40:45,2023-05-18,98142606,7491276651,4245.74,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-18 23:40:45,23,3,0.0,4245.74,True,False,False,False,False,False,False,0,1,328,23649,16,16,1,4245.74,0.0,0,1,2.1221511298443555e-05,1,TXN10808
12:56:26,2022-10-10,98894439,6748253624,498.24,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-10-10 12:56:26,12,0,0.0,498.24,False,False,False,False,False,False,True,0,1,331,21356,16,16,1,498.24,0.0,0,1,2.1221511298443555e-05,1,TXN13210
21:49:50,2023-07-14,100117170,6883864001,5217.53,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-07-14 21:49:50,21,4,0.0,5217.53,False,False,False,False,False,False,True,0,1,332,21786,16,16,1,5217.53,0.0,0,1,2.1221511298443555e-05,1,TXN18551
08:50:00,2022-11-18,100684787,8562780488,1491.11,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-11-18 08:50:00,8,4,0.0,1491.11,False,False,False,False,True,False,False,0,1,334,27080,16,16,2,3654.415,0.0,0,2,2.1221511298443555e-05,2,TXN12174
22:55:11,2023-01-05,100684787,5292840250,5817.72,UK pounds,Naira,UK,Nigeria,0,Normal_Fan_Out,2023-01-05 22:55:11,22,3,4197911.0,7308.83,False,False,False,False,False,True,False,1,1,334,16743,16,10,2,3654.415,4197911.0,0,2,2.1221511298443555e-05,2,TXN8826
10:39:55,2023-06-14,101663394,1930795247,5249.8,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-06-14 10:39:55,10,2,0.0,5249.8,True,False,False,False,False,False,False,0,1,337,6002,16,16,1,5249.8,0.0,0,1,2.1221511298443555e-05,1,TXN8969
09:21:45,2022-10-29,102109337,479462521,24450.69,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-10-29 09:21:45,9,5,0.0,24450.69,False,False,False,False,True,False,False,0,1,338,1552,16,16,1,24450.69,0.0,0,1,2.1221511298443555e-05,1,TXN11377
08:41:46,2022-10-23,103259078,8547469307,1508.38,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2022-10-23 08:41:46,8,6,0.0,1508.38,False,False,False,True,False,False,False,0,1,342,27026,16,16,5,4722.58,0.0,0,5,2.1221511298443555e-05,5,TXN16012
12:31:02,2023-01-02,103259078,8941517495,1745.27,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-01-02 12:31:02,12,0,6148156.0,3253.65,True,False,False,False,False,False,False,0,1,342,28291,16,16,5,4722.58,6148156.0,0,5,2.1221511298443555e-05,5,TXN17539
19:22:20,2023-01-07,103259078,1968970883,8569.21,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-07 19:22:20,19,5,456678.0,11822.86,False,False,False,False,False,False,True,0,1,342,6118,16,16,5,4722.58,456678.0,0,5,2.1221511298443555e-05,5,TXN13723
22:17:19,2023-01-07,103259078,5841360805,7700.33,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-01-07 22:17:19,22,5,10499.0,19523.19,True,False,False,False,False,False,False,0,1,342,18503,16,16,5,4722.58,10499.0,0,5,2.1221511298443555e-05,5,TXN6463
18:59:54,2023-04-21,103259078,6082983069,4089.71,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-04-21 18:59:54,18,4,8973755.0,23612.9,False,False,False,True,False,False,False,0,1,342,19237,16,16,5,4722.58,8973755.0,0,5,2.1221511298443555e-05,5,TXN2375
15:50:52,2022-12-02,103271439,4586456712,5696.36,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-12-02 15:50:52,15,4,0.0,5696.36,False,False,False,True,False,False,False,0,1,343,14511,16,16,1,5696.36,0.0,0,1,2.1221511298443555e-05,1,TXN4506
18:13:44,2022-10-24,103738239,9564798921,609.26,UK pounds,UK pounds,UK,UK,0,Normal_Group,2022-10-24 18:13:44,18,0,0.0,609.26,False,False,False,False,False,False,True,0,1,345,30237,16,16,2,613.8,0.0,0,1,2.1221511298443555e-05,1,TXN17914
06:36:48,2023-07-03,103738239,9564798921,618.34,UK pounds,UK pounds,UK,UK,0,Normal_Group,2023-07-03 06:36:48,6,0,21730984.0,1227.6,False,False,False,False,False,False,True,0,2,345,30237,16,16,2,613.8,21730984.0,0,1,2.1221511298443555e-05,1,TXN2539
21:35:32,2023-02-22,104076022,8527167763,13789.47,Euro,UK pounds,Netherlands,UK,0,Normal_Small_Fan_Out,2023-02-22 21:35:32,21,2,0.0,13789.47,False,False,False,False,False,True,False,1,1,347,26960,9,16,1,13789.47,0.0,0,1,2.1221511298443555e-05,1,TXN19583
18:17:13,2022-12-27,105685875,7543437811,218.65,UK pounds,UK pounds,UK,UK,0,Normal_Cash_Withdrawal,2022-12-27 18:17:13,18,1,0.0,218.65,False,False,True,False,False,False,False,0,1,349,23835,16,16,1,218.65,0.0,1,1,3.927316638077312e-05,1,TXN16740
18:22:09,2023-04-21,106036486,3720156069,1847.66,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-04-21 18:22:09,18,4,0.0,1847.66,False,False,False,False,False,False,True,0,1,352,11680,16,16,1,1847.66,0.0,0,1,2.1221511298443555e-05,1,TXN18266
12:20:05,2023-02-03,106133007,1803778199,261.89,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-02-03 12:20:05,12,4,0.0,261.89,False,False,False,False,True,False,False,0,1,353,5591,16,16,1,261.89,0.0,0,1,2.1221511298443555e-05,1,TXN9258
11:40:49,2023-04-13,106503218,8678062807,5381.21,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-04-13 11:40:49,11,3,0.0,5381.21,False,False,False,False,True,False,False,0,1,355,27452,16,16,1,5381.21,0.0,0,1,2.1221511298443555e-05,1,TXN12157
17:37:48,2023-04-30,107009269,7530890152,5592.22,Indian rupee,UK pounds,India,UK,0,Normal_Fan_Out,2023-04-30 17:37:48,17,6,0.0,5592.22,False,False,False,False,False,True,False,1,1,356,23783,4,16,2,7456.235000000001,0.0,0,2,2.1221511298443555e-05,2,TXN15001
09:58:30,2023-05-21,107009269,5058700794,9320.25,UK pounds,UK pounds,UK,UK,0,Normal_Small_Fan_Out,2023-05-21 09:58:30,9,6,1786842.0,14912.47,False,False,False,False,False,False,True,0,1,356,16000,16,16,2,7456.235000000001,1786842.0,0,2,2.1221511298443555e-05,2,TXN17244
05:19:38,2022-11-03,107743182,7632774924,8675.75,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-11-03 05:19:38,5,3,0.0,8675.75,False,False,False,False,False,False,True,0,1,359,24120,16,16,2,8580.895,0.0,0,1,2.1221511298443555e-05,1,TXN12818
13:10:40,2022-11-03,107743182,7632774924,8486.04,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2022-11-03 13:10:40,13,3,28262.0,17161.79,False,False,False,False,True,False,False,0,2,359,24120,16,16,2,8580.895,28262.0,0,1,2.1221511298443555e-05,1,TXN632
10:04:43,2023-01-08,108321125,4988636506,12280.62,Pakistani rupee,US dollar,Pakistan,USA,0,Normal_Fan_Out,2023-01-08 10:04:43,10,6,0.0,12280.62,False,False,False,False,False,True,False,1,1,360,15772,11,17,3,8632.796666666667,0.0,0,3,2.1221511298443555e-05,3,TXN7491
15:38:32,2023-01-08,108321125,2880517967,5237.09,Pakistani rupee,UK pounds,Pakistan,UK,0,Normal_Fan_Out,2023-01-08 15:38:32,15,6,20029.0,17517.71,False,False,False,False,False,True,False,1,1,360,9031,11,16,3,8632.796666666667,20029.0,0,3,2.1221511298443555e-05,3,TXN19284
17:28:30,2023-01-08,108321125,7137197372,8380.68,Pakistani rupee,UK pounds,Pakistan,UK,0,Normal_Fan_Out,2023-01-08 17:28:30,17,6,6598.0,25898.39,False,False,False,False,False,True,False,1,1,360,22547,11,16,3,8632.796666666667,6598.0,0,3,2.1221511298443555e-05,3,TXN17383
01:00:05,2023-01-17,108342256,9365978520,15495.48,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-01-17 01:00:05,1,1,0.0,15495.48,False,False,False,False,True,False,False,0,1,362,29614,16,16,1,15495.48,0.0,0,1,2.1221511298443555e-05,1,TXN6907
14:48:38,2023-06-29,108440757,4378422129,15616.36,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-06-29 14:48:38,14,3,0.0,15616.36,False,False,False,False,True,False,False,0,1,364,13821,16,16,1,15616.36,0.0,0,1,2.1221511298443555e-05,1,TXN12113
15:41:38,2023-05-17,108964083,5950243460,7824.22,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-05-17 15:41:38,15,2,0.0,7824.22,False,False,False,False,False,False,True,0,1,365,18843,16,16,1,7824.22,0.0,0,1,2.1221511298443555e-05,1,TXN18460
12:35:42,2023-04-03,109636511,3554837151,5352.34,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-04-03 12:35:42,12,0,0.0,5352.34,False,False,False,True,False,False,False,0,1,367,11165,16,16,1,5352.34,0.0,0,1,2.1221511298443555e-05,1,TXN10363
11:04:57,2023-06-26,110733670,9963247149,13575.31,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-06-26 11:04:57,11,0,0.0,13575.31,False,False,False,False,True,False,False,0,1,369,31517,16,16,1,13575.31,0.0,0,1,2.1221511298443555e-05,1,TXN4063
12:19:49,2023-05-05,111979438,6445996093,5246.04,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-05-05 12:19:49,12,4,0.0,5246.04,False,False,False,False,True,False,False,0,1,373,20354,16,16,1,5246.04,0.0,0,1,2.1221511298443555e-05,1,TXN17787
17:12:46,2022-10-19,112097337,2314413997,7158.67,UK pounds,Euro,UK,UK,0,Normal_Fan_In,2022-10-19 17:12:46,17,2,0.0,7158.67,True,False,False,False,False,False,False,0,1,374,7197,16,16,1,7158.67,0.0,0,1,2.1221511298443555e-05,1,TXN17490
17:32:37,2023-04-30,112665472,3460652792,7725.17,UK pounds,UK pounds,UK,UK,0,Normal_Fan_In,2023-04-30 17:32:37,17,6,0.0,7725.17,False,False,False,True,False,False,False,0,1,376,10864,16,16,1,7725.17,0.0,0,1,2.1221511298443555e-05,1,TXN15145
09:43:29,2023-07-18,114546805,3766255716,11672.42,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-07-18 09:43:29,9,1,0.0,11672.42,False,False,False,False,False,False,True,0,1,378,11834,16,16,3,8302.449999999999,0.0,1,3,3.927316638077312e-05,3,TXN17138
11:20:18,2023-07-18,114546805,6852110226,11595.17,UK pounds,UK pounds,UK,UK,0,Normal_Fan_Out,2023-07-18 11:20:18,11,1,5809.0,23267.59,False,False,False,False,False,False,True,0,1,378,21693,16,16,3,8302.449999999999,5809.0,1,3,3.927316638077312e-05,3,TXN11522
